Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
RGLD,ROYAL GOLD INC,Materials,-51152000.0,-3427000.0,-46881000.0,-58246000.0,74232000.0,127882000.0,195498000.0,240760000.0,113515000.0,136651000.0,141053000.0,136369000.0,61502000.0,64889000.0,60207000.0,59262000.0,133498000.0,202105000.0,275287000.0,316499000.0,122383000.0,86323000.0,85151000.0,66772000.0,1.23,1.46,,1.72,NASDAQ,18991000.0,21510000.0,26078000.0,10389000.0,2516000.0,1207000.0,1419000.0,1156000.0,1,,,,,3208217.88,81208000.0,96242000.0,107408000.0,113498000.0,102083000.0,118846000.0,133444000.0,123111000.0,10511000.0,10102000.0,8909000.0,11063000.0,174096000.0,193837000.0,202560000.0,193436000.0,3269021000.0,3301625000.0,3392130000.0,3458318000.0,50000000.0,,,,2981193000.0,3050928000.0,3131206000.0,3215146000.0,287828000.0,250697000.0,260924000.0,243172000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
GRMN,GARMIN LTD,Consumer Discretionary,-37157000.0,-38544000.0,-84702000.0,-40062000.0,1937483000.0,2009361000.0,2079468000.0,2175515000.0,255321000.0,257955000.0,483890000.0,420788000.0,643780000.0,634423000.0,742636000.0,650554000.0,4697218000.0,5209505000.0,5336153000.0,5445184000.0,1624323000.0,1578664000.0,1507858000.0,1329706000.0,1.56,2.07,2.25,1.72,New York Stock Exchange Inc.,65342000.0,87139000.0,80405000.0,56309000.0,29286000.0,28830000.0,30377000.0,30507000.0,1,102167000.0,109832000.0,134886000.0,140235000.0,10261208.16,300630000.0,399111000.0,435733000.0,332769000.0,342027000.0,437475000.0,516081000.0,332824000.0,520864000.0,514124000.0,563844000.0,551721000.0,1506671000.0,1586022000.0,1822561000.0,1535099000.0,8883322000.0,9347732000.0,9630527000.0,9787622000.0,102167000.0,109832000.0,134886000.0,140235000.0,7004982000.0,7506547000.0,7848398000.0,8179478000.0,1878340000.0,1841185000.0,1782129000.0,1608144000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
RRC,RANGE RESOURCES CORP,Energy,-166500000.0,-155956000.0,-149460000.0,-157600000.0,251052000.0,277450000.0,304490000.0,344574000.0,148775000.0,245919000.0,217890000.0,330083000.0,425941000.0,455164000.0,459266000.0,480242000.0,716828000.0,655541000.0,721461000.0,720486000.0,1240871000.0,1223904000.0,1274070000.0,1283960000.0,0.12,0.21,0.39,0.4,New York Stock Exchange Inc.,4974000.0,5117000.0,6166000.0,6987000.0,29713000.0,29301000.0,29268000.0,29161000.0,1,1088655000.0,1089131000.0,1089614000.0,1090107000.0,2163554.68,28704000.0,50656000.0,94842000.0,97052000.0,32135000.0,58768000.0,146688000.0,311017000.0,51766000.0,53977000.0,61029000.0,55069000.0,509842000.0,567909000.0,666983000.0,846328000.0,7266223000.0,7241303000.0,7347675000.0,7382724000.0,1840615000.0,1828688000.0,1820758000.0,1799544000.0,3861028000.0,3868087000.0,3936657000.0,3939361000.0,3405195000.0,3373216000.0,3411018000.0,3443363000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
PH,PARKER-HANNIFIN CORP,Industrials,-116784000.0,-95302000.0,-121191000.0,-87660000.0,422000000.0,371068000.0,395507000.0,408735000.0,1237252000.0,743975000.0,934758000.0,630028000.0,3322855000.0,3097719000.0,3022229000.0,3129951000.0,6799000000.0,7033701000.0,6348462000.0,6777140000.0,7313000000.0,7338030000.0,5987291000.0,5614466000.0,6.01,5.34,7.25,7.37,New York Stock Exchange Inc.,200887000.0,176658000.0,217208000.0,33628000.0,119266000.0,113091000.0,100802000.0,95942000.0,1,7157000000.0,6673303000.0,6667955000.0,7421370000.0,25934206.56,784963000.0,698420000.0,948542000.0,960866000.0,1045613000.0,957476000.0,937943000.0,1046043000.0,818347000.0,848789000.0,782421000.0,784355000.0,5186815000.0,4903984000.0,4742593000.0,4960349000.0,29298000000.0,29600835000.0,28271463000.0,28917808000.0,10560000000.0,10188916000.0,9041241000.0,9372913000.0,12081000000.0,12901349000.0,13127061000.0,13399825000.0,17217000000.0,16699486000.0,15144402000.0,15517983000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
SIRI,SIRIUSXM HOLDINGS INC,Communication,-173000000.0,-216000000.0,-165000000.0,-189000000.0,100000000.0,127000000.0,162000000.0,127000000.0,489000000.0,309000000.0,679000000.0,242000000.0,1115000000.0,1116000000.0,1138000000.0,1104000000.0,1100000000.0,1133000000.0,1149000000.0,1045000000.0,2558000000.0,3061000000.0,2731000000.0,2479000000.0,0.74,-7.244838,0.83,0.59,NASDAQ,76000000.0,-39000000.0,107000000.0,65000000.0,126000000.0,124000000.0,117000000.0,117000000.0,1,9044000000.0,10137000000.0,10314000000.0,10405000000.0,1185673.14,304000000.0,-2456000000.0,287000000.0,204000000.0,492000000.0,487000000.0,517000000.0,435000000.0,571000000.0,568000000.0,533000000.0,529000000.0,2178000000.0,2171000000.0,2188000000.0,2068000000.0,11185000000.0,27483000000.0,27521000000.0,27426000000.0,9390000000.0,10726000000.0,10375000000.0,10466000000.0,-2113000000.0,10859000000.0,11074000000.0,11212000000.0,13298000000.0,16624000000.0,16447000000.0,16214000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,,-9889300.0,,-3200.0,343954400.0,372135700.0,170236100.0,146127400.0,-21438300.0,-21885700.0,-8342700.0,-9737800.0,36200.0,123300.0,366100.0,336700.0,353525300.0,682126500.0,784258100.0,766885700.0,14295200.0,14363000.0,17301500.0,19965300.0,-0.1,-0.1,,-0.14,NASDAQ,0.0,0.0,0.0,0.0,,246700.0,183300.0,186800.0,1,,4683600.0,4836200.0,4930200.0,473939.28,-16368000.0,-19248400.0,-37648700.0,-31726600.0,-18658500.0,-23654700.0,-45373100.0,-39535000.0,19459200.0,24542300.0,46007500.0,40019500.0,836900.0,1010900.0,1000500.0,821200.0,356493800.0,837754800.0,938287500.0,918917100.0,807200.0,12342600.0,13257200.0,13040900.0,341668300.0,816533100.0,913590100.0,891686500.0,14825500.0,21221700.0,24697400.0,27230600.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,-48800000.0,-73200000.0,-81100000.0,-69300000.0,519900000.0,542500000.0,552900000.0,549200000.0,142800000.0,143600000.0,151200000.0,55900000.0,1415000000.0,1333600000.0,1226500000.0,1237400000.0,2105400000.0,2135500000.0,1914800000.0,2033000000.0,1255100000.0,1294200000.0,1175200000.0,1184100000.0,0.15,0.08,-0.12,0.06,New York Stock Exchange Inc.,17200000.0,-12100000.0,6800000.0,14000000.0,47900000.0,45200000.0,43900000.0,42900000.0,1,2694800000.0,2638300000.0,2576900000.0,2609000000.0,178915.62,18200000.0,10000000.0,-13700000.0,7100000.0,91500000.0,55900000.0,44500000.0,62400000.0,125800000.0,115400000.0,109800000.0,111500000.0,1632300000.0,1504900000.0,1380800000.0,1411300000.0,5336700000.0,5328300000.0,5059900000.0,5139400000.0,2836200000.0,2795800000.0,2737500000.0,2730800000.0,609600000.0,616300000.0,562800000.0,596300000.0,4727100000.0,4712000000.0,4497100000.0,4543100000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
ANIK,ANIKA THERAPEUTICS INC,Health Care,-3403000.0,-1816000.0,-1307000.0,-2824000.0,62822000.0,62368000.0,55629000.0,53371000.0,-1069000.0,5016000.0,1582000.0,-130000.0,10235000.0,37313000.0,-23855000.0,11487000.0,155000000.0,136106000.0,113652000.0,102509000.0,26121000.0,25493000.0,23306000.0,17901000.0,-0.01,-2.03,-1.5,-0.34,NASDAQ,1326000.0,2307000.0,2870000.0,89000.0,595000.0,406000.0,,,1,25789000.0,25242000.0,24014000.0,23563000.0,54140.04,-88000.0,-29918000.0,-21865000.0,-4873000.0,-1810000.0,-24916000.0,24717000.0,-4284000.0,22299000.0,26356000.0,-2152000.0,18965000.0,30724000.0,38753000.0,-1290000.0,26168000.0,262655000.0,231405000.0,202740000.0,190605000.0,28076000.0,27534000.0,25932000.0,25437000.0,210338000.0,179864000.0,153989000.0,148397000.0,52317000.0,51541000.0,48751000.0,42208000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,-349000.0,-1778000.0,-949000.0,-631000.0,189061000.0,187539000.0,149336000.0,133526000.0,-30243000.0,-29391000.0,-45863000.0,-47758000.0,5000.0,3000.0,1000.0,14000.0,552633000.0,510757000.0,434932000.0,332566000.0,19403000.0,29465000.0,29149000.0,26899000.0,-0.63,-0.79,,-0.86,NASDAQ,-34953000.0,-43843000.0,-49671000.0,-47972000.0,7548000.0,7290000.0,6467000.0,5582000.0,1,10460000.0,19743000.0,18969000.0,18174000.0,81732.65,-34953000.0,-43843000.0,-49671000.0,-47972000.0,-42456000.0,-51132000.0,-56117000.0,-53621000.0,42461000.0,51135000.0,56118000.0,53635000.0,5000.0,3000.0,1000.0,14000.0,620117000.0,604028000.0,560384000.0,515729000.0,13656000.0,24834000.0,24606000.0,23853000.0,588340000.0,552948000.0,510606000.0,469723000.0,31777000.0,51080000.0,49778000.0,46006000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
CRCT,CRICUT INC CLASS A,Consumer Discretionary,-4846000.0,-4479000.0,-3892000.0,-4892000.0,195552000.0,142376000.0,232140000.0,252141000.0,34960000.0,70237000.0,103083000.0,61166000.0,78107000.0,90527000.0,115318000.0,64286000.0,611151000.0,540757000.0,580214000.0,561234000.0,276262000.0,171311000.0,203374000.0,170965000.0,0.09,0.05,0.06,0.11,NASDAQ,10023000.0,2674000.0,4707000.0,8707000.0,80000.0,84000.0,81000.0,79000.0,1,6862000.0,5864000.0,11310000.0,10692000.0,73144.52,19769000.0,11488000.0,11926000.0,23914000.0,26432000.0,10596000.0,13877000.0,29341000.0,63408000.0,66767000.0,80114000.0,69007000.0,167947000.0,167890000.0,209309000.0,162634000.0,742111000.0,663765000.0,693035000.0,681654000.0,11826000.0,10459000.0,15209000.0,14507000.0,448544000.0,475836000.0,466761000.0,490174000.0,293567000.0,187929000.0,226274000.0,191480000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,-10100000.0,-13000000.0,-5900000.0,-9200000.0,157700000.0,368900000.0,179900000.0,96000000.0,82700000.0,80700000.0,-72400000.0,23100000.0,476600000.0,485600000.0,442400000.0,422300000.0,1493000000.0,1578600000.0,1406700000.0,1342800000.0,654100000.0,687100000.0,587200000.0,573100000.0,0.21,1.01,0.84,0.03,New York Stock Exchange Inc.,22400000.0,4000000.0,11800000.0,9600000.0,15700000.0,6700000.0,6200000.0,7500000.0,1,551400000.0,551400000.0,549600000.0,632000000.0,448855.2,6100000.0,28600000.0,23500000.0,900000.0,63800000.0,24200000.0,50000000.0,41400000.0,239000000.0,263900000.0,207800000.0,212000000.0,779400000.0,773700000.0,700200000.0,675700000.0,3755300000.0,3842300000.0,3614600000.0,3537000000.0,652700000.0,647800000.0,637800000.0,715800000.0,2085100000.0,2141700000.0,2028600000.0,1885300000.0,1670200000.0,1700600000.0,1586000000.0,1651700000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,0.0,0.0,0.0,,114607000.0,168675000.0,135465000.0,81689000.0,24117000.0,9000.0,6652000.0,15146000.0,138421000.0,132327000.0,142719000.0,152791000.0,351305000.0,285725000.0,257747000.0,224726000.0,255705000.0,161153000.0,159619000.0,152382000.0,-0.33,-0.02,-0.47,-0.04,New York Stock Exchange Inc.,-114000.0,-864000.0,368000.0,1467000.0,27285000.0,27911000.0,26437000.0,24827000.0,1,1128439000.0,1208013000.0,1210018000.0,1202668000.0,66332.28,-11565000.0,12596000.0,-18653000.0,10998000.0,12175000.0,-17881000.0,3824000.0,36740000.0,36991000.0,33952000.0,26797000.0,26289000.0,187587000.0,148398000.0,173340000.0,215820000.0,2211715000.0,2177667000.0,2136059000.0,2098029000.0,1147549000.0,1227162000.0,1230002000.0,1222660000.0,303879000.0,305269000.0,267326000.0,261907000.0,1907836000.0,1872398000.0,1868733000.0,1836122000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Stock Exchange Inc.,,,,,,,,,1,,,,,1778593.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
ABM,ABM INDUSTRIES INC,Industrials,,-15500000.0,-14800000.0,-16700000.0,,86300000.0,64600000.0,59000000.0,,79400000.0,30400000.0,-106200000.0,,2094200000.0,2177400000.0,2114900000.0,,1723400000.0,1788700000.0,1921500000.0,,1246100000.0,1348400000.0,1261000000.0,,0.07,-0.19,0.69,New York Stock Exchange Inc.,,13300000.0,10900000.0,11900000.0,,21200000.0,21900000.0,22900000.0,1,,1305100000.0,1302200000.0,1509300000.0,837372.9,,4700000.0,-11700000.0,43600000.0,,37400000.0,19400000.0,77500000.0,,2056800000.0,2158000000.0,2037400000.0,,2094200000.0,2177400000.0,2114900000.0,,5040400000.0,5097200000.0,5217400000.0,,1459400000.0,1452400000.0,1660000000.0,,1835000000.0,1781800000.0,1779200000.0,,3205400000.0,3315400000.0,3438200000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
ADC,AGREE REALTY REIT CORP,Real Estate,0.0,175127000.0,227811000.0,183090000.0,9639000.0,13237000.0,6399000.0,7915000.0,112812000.0,128613000.0,91397000.0,126657000.0,17623000.0,18371000.0,20366000.0,20379000.0,119107000.0,125053000.0,112815000.0,117932000.0,131921000.0,168783000.0,144115000.0,158194000.0,0.52,0.42,0.41,0.42,New York Stock Exchange Inc.,1004000.0,1077000.0,1075000.0,825000.0,26416000.0,28942000.0,29095000.0,30764000.0,1,2668856000.0,2675588000.0,2785421000.0,2950110000.0,2107080.0,54724000.0,44375000.0,45239000.0,46996000.0,74791000.0,75343000.0,74905000.0,82255000.0,60161000.0,60618000.0,65463000.0,66526000.0,152575000.0,154332000.0,160734000.0,169160000.0,8000838000.0,8184203000.0,8486446000.0,8800577000.0,2705839000.0,2720790000.0,2831670000.0,2997463000.0,5163078000.0,5294630000.0,5510661000.0,5644920000.0,2837760000.0,2889573000.0,2975785000.0,3155657000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,-8123000.0,-8596000.0,-12583000.0,-13584000.0,224250000.0,227751000.0,186883000.0,203770000.0,51207000.0,31432000.0,25785000.0,389000.0,131904000.0,128682000.0,166405000.0,117529000.0,654406000.0,653371000.0,538599000.0,524857000.0,308593000.0,339351000.0,296607000.0,260300000.0,-2.38,0.17,-0.73,2.14,New York Stock Exchange Inc.,-13390000.0,4996000.0,-21697000.0,27086000.0,6720000.0,6500000.0,5864000.0,3283000.0,1,428327000.0,373470000.0,363613000.0,218757000.0,144955.5,-118258000.0,8302000.0,-36105000.0,107515000.0,23793000.0,18231000.0,-7205000.0,15211000.0,283384000.0,283232000.0,286352000.0,231750000.0,439081000.0,430145000.0,445552000.0,364490000.0,1585972000.0,1582895000.0,1468914000.0,1391411000.0,528645000.0,501821000.0,478225000.0,300706000.0,686164000.0,706875000.0,651455000.0,753969000.0,899808000.0,876020000.0,817459000.0,637442000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
UNP,UNION PACIFIC CORP,Industrials,-902000000.0,-831000000.0,-922000000.0,-906000000.0,1137000000.0,947000000.0,1016000000.0,1411000000.0,1911000000.0,2651000000.0,2662000000.0,2210000000.0,3271000000.0,3321000000.0,3315000000.0,3297000000.0,4498000000.0,4149000000.0,4021000000.0,4539000000.0,4287000000.0,5366000000.0,5254000000.0,6222000000.0,2.74,2.75,2.91,2.7,New York Stock Exchange Inc.,511000000.0,518000000.0,519000000.0,501000000.0,319000000.0,314000000.0,312000000.0,322000000.0,1,31165000000.0,29761000000.0,29767000000.0,30615000000.0,35506690.8,1673000000.0,1671000000.0,1762000000.0,1626000000.0,2400000000.0,2416000000.0,2525000000.0,2371000000.0,336000000.0,354000000.0,281000000.0,359000000.0,6007000000.0,6091000000.0,6121000000.0,6027000000.0,67817000000.0,67570000000.0,67715000000.0,68492000000.0,33197000000.0,32696000000.0,32463000000.0,33904000000.0,16489000000.0,16584000000.0,16890000000.0,16039000000.0,51328000000.0,50986000000.0,50825000000.0,52453000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
DY,DYCOM INDUSTRIES INC,Industrials,,-65427000.0,-74578000.0,-68492000.0,,19564000.0,15269000.0,92670000.0,,-7514000.0,65791000.0,328217000.0,,952882000.0,1007412000.0,887947000.0,,1760665000.0,1896819000.0,1694630000.0,,511103000.0,608475000.0,587153000.0,,2.32,2.37,1.11,New York Stock Exchange Inc.,,26419000.0,21503000.0,11565000.0,,14657000.0,17451000.0,16053000.0,1,,942368000.0,1092789000.0,933212000.0,1975612.0,,68400000.0,69789000.0,32670000.0,,104022000.0,101817000.0,53670000.0,,146155000.0,162778000.0,142908000.0,,1203059000.0,1272007000.0,1084525000.0,,2779395000.0,3114695000.0,2945367000.0,,1021868000.0,1205487000.0,1055963000.0,,1158449000.0,1233678000.0,1239097000.0,,1620946000.0,1881017000.0,1706270000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
UDMY,UDEMY INC,Consumer Discretionary,-3807000.0,-4098000.0,-3412000.0,-5120000.0,272364000.0,204563000.0,190592000.0,189617000.0,28592000.0,-6100000.0,9582000.0,12210000.0,73244000.0,72362000.0,72737000.0,70857000.0,567904000.0,508012000.0,506328000.0,541056000.0,408843000.0,402854000.0,397475000.0,420318000.0,-0.21,-0.17,-0.07,-0.01,NASDAQ,802000.0,863000.0,1658000.0,937000.0,77000.0,,,15000.0,1,8370000.0,7424000.0,8315000.0,7286000.0,148834.51,-31814000.0,-25271000.0,-9864000.0,-1771000.0,-25546000.0,-18184000.0,-6184000.0,-3023000.0,146662000.0,141239000.0,133389000.0,132466000.0,194360000.0,195417000.0,199942000.0,200300000.0,671939000.0,608905000.0,605628000.0,638993000.0,13081000.0,12113000.0,10817000.0,9870000.0,252254000.0,196257000.0,197394000.0,209359000.0,419685000.0,412648000.0,408234000.0,429634000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
