,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
1955,SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,0.0,-663000.0,-57747000.0,-126651000.0,-144330000.0,5059000.0,18634000.0,114255000.0,16722000.0,18876000.0,10516000.0,13100000.0,25722000.0,55696000.0,57914000.0,68708000.0,87774000.0,74747000.0,197032000.0,250976000.0,126182000.0,59697000.0,54597000.0,65533000.0,75400000.0,0.2,-0.04,0.19,0.14,New York Stock Exchange Inc.,-2483000.0,0.0,0.0,,685000.0,2932000.0,7392000.0,5171000.0,1,,311245000.0,307600000.0,304000000.0,175231.35,6208000.0,-968000.0,6251000.0,5320000.0,"175,231.35",11854000.0,5267000.0,18278000.0,22055000.0,6336000.0,11837000.0,9311000.0,16503000.0,26.49,"6,615.00",73886000.0,75018000.0,96297000.0,126332000.0,457764000.0,939487000.0,1122881000.0,1129790000.0,31879000.0,331804000.0,328846000.0,328131000.0,317183000.0,493375000.0,666729000.0,668066000.0,140581000.0,446112000.0,456152000.0,461724000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1092,ITGR,INTEGER HOLDINGS CORP,Health Care,0.01,-31180000.0,-26265000.0,-19090000.0,-25218000.0,34137000.0,35574000.0,46543000.0,31711000.0,47235000.0,71500000.0,63231000.0,31276000.0,310509000.0,314849000.0,332701000.0,317074000.0,676980000.0,730032000.0,671119000.0,702203000.0,205991000.0,222398000.0,227173000.0,206403000.0,0.88,0.99,0.9,-0.66,New York Stock Exchange Inc.,8835000.0,7142000.0,6285000.0,9466000.0,13634000.0,13484000.0,12139000.0,12923000.0,1,1118529000.0,1074339000.0,980153000.0,1235204000.0,963024.4,31246000.0,35439000.0,32703000.0,-22487000.0,"963,024.40",56142000.0,60730000.0,56120000.0,55789000.0,61235000.0,55838000.0,60676000.0,64529000.0,106.6,"9,034.00",427886000.0,431417000.0,449497000.0,437392000.0,3126412000.0,3167649000.0,3077971000.0,3297703000.0,1212684000.0,1171333000.0,1103528000.0,1354609000.0,1553910000.0,1621186000.0,1619215000.0,1606704000.0,1572502000.0,1546463000.0,1458756000.0,1690999000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1954,ADTN,ADTRAN HOLDINGS INC,Information Technology,0.0,-15995000.0,-17487000.0,-14942000.0,-18695000.0,111185000.0,88456000.0,76021000.0,106757000.0,19884000.0,40717000.0,4544000.0,43181000.0,144732000.0,142453000.0,151619000.0,152568000.0,668319000.0,638856000.0,599140000.0,696958000.0,289712000.0,304824000.0,293473000.0,282746000.0,-0.63,-0.36,-0.58,-0.13,NASDAQ,2136000.0,390000.0,24906000.0,-397000.0,6906000.0,5679000.0,4870000.0,4761000.0,1,190273000.0,189849000.0,189576000.0,195000000.0,177715.26,-49667000.0,-31239000.0,-45917000.0,-11267000.0,"177,715.26",-38457000.0,-23984000.0,-15132000.0,-3968000.0,119716000.0,109235000.0,106365000.0,99144000.0,9.67,"18,378.00",225991000.0,227704000.0,242852000.0,247744000.0,1290782000.0,1273146000.0,1171419000.0,1327906000.0,216886000.0,215484000.0,215501000.0,222668000.0,659972000.0,635770000.0,549894000.0,707418000.0,630810000.0,637376000.0,621525000.0,620488000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1971,MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,0.0,-11856000.0,-8626000.0,-5645000.0,-6692000.0,26945000.0,27659000.0,35118000.0,38713000.0,16337000.0,-8402000.0,28407000.0,15462000.0,146219000.0,143371000.0,162862000.0,182938000.0,202129000.0,221578000.0,206453000.0,237938000.0,138586000.0,142761000.0,135570000.0,148374000.0,-0.94,-0.25,0.12,0.66,NASDAQ,-4801000.0,-850000.0,179000.0,3676000.0,-9000.0,396000.0,585000.0,525000.0,1,,28000000.0,23000000.0,28000000.0,167992.0,-19221000.0,-5048000.0,2363000.0,12890000.0,"167,992.00",-15644000.0,-5611000.0,3176000.0,17367000.0,28137000.0,33820000.0,34242000.0,28357000.0,33.2,"5,060.00",158712000.0,171580000.0,200280000.0,228662000.0,739624000.0,759137000.0,738676000.0,758766000.0,2177000.0,30101000.0,25345000.0,30373000.0,534719000.0,522371000.0,514402000.0,517936000.0,204905000.0,236766000.0,224274000.0,240830000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1287,PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,0.0,-824000.0,-975000.0,-1628000.0,-1737000.0,127852000.0,238049000.0,109130000.0,132055000.0,38525000.0,50978000.0,17599000.0,65127000.0,27516000.0,28287000.0,35199000.0,48542000.0,732481000.0,773524000.0,640154000.0,686004000.0,134858000.0,141167000.0,132162000.0,153960000.0,0.57,0.57,0.47,0.65,NASDAQ,14585000.0,14107000.0,11749000.0,12817000.0,112000.0,82000.0,84000.0,1682000.0,1,,,56500000.0,,666773.52,38429000.0,38255000.0,31464000.0,43688000.0,"666,773.52",52919000.0,53527000.0,51515000.0,59285000.0,86305000.0,88014000.0,89717000.0,105177000.0,32.88,"20,279.00",166740000.0,169828000.0,176431000.0,213004000.0,1078241000.0,1116756000.0,1237034000.0,1268544000.0,23840000.0,22286000.0,131537000.0,127636000.0,899524000.0,935431000.0,959536000.0,970255000.0,178717000.0,181325000.0,277498000.0,298289000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1966,MBIN,MERCHANTS BANCORP,Financials,0.0,-5284000.0,-4526000.0,-6275000.0,-6859000.0,540882000.0,601906000.0,476610000.0,521296000.0,51119000.0,-492648000.0,-9977000.0,148038000.0,158477000.0,148449000.0,193065000.0,145091000.0,,,,,,,,,1.49,1.17,1.85,0.93,NASDAQ,22732000.0,20074000.0,32212000.0,18259000.0,200154000.0,206107000.0,186722000.0,165008000.0,1,1159206000.0,3568721000.0,4336122000.0,4001744000.0,170106.56,76393000.0,61273000.0,95666000.0,58239000.0,"170,106.56",,,,,200154000.0,206107000.0,186722000.0,165008000.0,32.96,"5,161.00",158477000.0,148449000.0,193065000.0,145091000.0,18212422000.0,18652976000.0,18805732000.0,18797800000.0,1159206000.0,3568721000.0,4336122000.0,4001744000.0,1888147000.0,1939107000.0,2243310000.0,2160735000.0,16324275000.0,16713869000.0,16562422000.0,16637065000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1447,ALHC,ALIGNMENT HEALTHCARE INC,Health Care,0.0,-11733000.0,-9280000.0,-9284000.0,-8252000.0,339007000.0,340300000.0,432859000.0,446184000.0,23529000.0,26190000.0,-8711000.0,16616000.0,605312000.0,613444000.0,614896000.0,820900000.0,599113000.0,573607000.0,661638000.0,774486000.0,371539000.0,358083000.0,351845000.0,457119000.0,-0.13,-0.14,-0.16,-0.05,NASDAQ,22000.0,-8000.0,7000.0,21000.0,5691000.0,6937000.0,5492000.0,3950000.0,1,211742000.0,210386000.0,321428000.0,321855000.0,489749.8,-24010000.0,-26413000.0,-31091000.0,-9114000.0,"489,749.80",-18382000.0,-19522000.0,-22545000.0,-5393000.0,94356000.0,98511000.0,108890000.0,111425000.0,16.3,"30,046.00",681286000.0,692433000.0,701241000.0,926932000.0,716258000.0,692287000.0,782063000.0,895617000.0,219921000.0,220190000.0,329263000.0,329503000.0,124798000.0,115627000.0,100955000.0,108995000.0,591460000.0,576660000.0,681108000.0,786622000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
377,BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,0.04,0.0,0.0,,,10000000.0,16000000.0,12000000.0,332000000.0,393000000.0,567000000.0,-849000000.0,265000000.0,277000000.0,146000000.0,96000000.0,259000000.0,779000000.0,939000000.0,980000000.0,5790000000.0,925000000.0,1076000000.0,1108000000.0,3439000000.0,0.31,0.3,0.42,0.36,New York Stock Exchange Inc.,142000000.0,96000000.0,,75000000.0,29000000.0,31000000.0,28000000.0,159000000.0,0,,,,235000000.0,5977594.98,495000000.0,129000000.0,186000000.0,581000000.0,"5,977,594.98",548000000.0,22000000.0,22000000.0,738000000.0,36000000.0,2000000.0,2000000.0,82000000.0,59.01,"101,298.00",861000000.0,170000000.0,120000000.0,1079000000.0,4185000000.0,4324000000.0,4386000000.0,14966000000.0,,210000000.0,219000000.0,639000000.0,3260000000.0,3248000000.0,3278000000.0,10893000000.0,925000000.0,1076000000.0,1108000000.0,4073000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
124,MMM,3M,Industrials,0.13,-269000000.0,-246000000.0,-291000000.0,-236000000.0,10083000000.0,6050000000.0,5600000000.0,6326000000.0,1021000000.0,-1787000000.0,1818000000.0,-79000000.0,3571000000.0,3647000000.0,3744000000.0,3478000000.0,19515000000.0,16299000000.0,15884000000.0,15657000000.0,14345000000.0,11391000000.0,11256000000.0,9451000000.0,2.07,2.48,1.33,2.04,New York Stock Exchange Inc.,203000000.0,348000000.0,33000000.0,265000000.0,322000000.0,276000000.0,252000000.0,255000000.0,1,11781000000.0,11319000000.0,11125000000.0,12307000000.0,22200324.48,1145000000.0,1372000000.0,728000000.0,1116000000.0,"22,200,324.48",1272000000.0,1316000000.0,1085000000.0,1246000000.0,1412000000.0,1331000000.0,1181000000.0,1230000000.0,155.52,"142,749.00",6255000000.0,6294000000.0,6010000000.0,5954000000.0,43377000000.0,40875000000.0,39868000000.0,39951000000.0,13695000000.0,13800000000.0,13659000000.0,14067000000.0,3988000000.0,4694000000.0,3894000000.0,4523000000.0,39389000000.0,36181000000.0,35974000000.0,35428000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
722,SAIA,SAIA INC,Industrials,0.01,-224755000.0,-193383000.0,-168255000.0,-202889000.0,11169000.0,14405000.0,19473000.0,16535000.0,130774000.0,181721000.0,164739000.0,109073000.0,646700000.0,677107000.0,641459000.0,674819000.0,446061000.0,437347000.0,435769000.0,469604000.0,327828000.0,346673000.0,278360000.0,327698000.0,3.83,3.46,2.84,1.86,NASDAQ,19693000.0,19942000.0,20727000.0,20437000.0,2412000.0,2997000.0,2979000.0,4285000.0,1,169098000.0,184202000.0,194981000.0,291758000.0,2091396.4,102519000.0,92748000.0,76103000.0,49810000.0,"2,091,396.40",137593000.0,125171000.0,101484000.0,70168000.0,38951000.0,39825000.0,46009000.0,42588000.0,297.2,"7,037.00",823244000.0,842103000.0,788952000.0,787575000.0,2957122000.0,3082124000.0,3166857000.0,3365221000.0,300217000.0,308967000.0,324464000.0,417984000.0,2136086000.0,2231485000.0,2311271000.0,2360427000.0,821036000.0,850639000.0,855586000.0,1004794000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
2076,MNRO,MONRO INC,Consumer Discretionary,0.0,-8882000.0,-4915000.0,-6877000.0,-5688000.0,18665000.0,20859000.0,10161000.0,20762000.0,25638000.0,62559000.0,14791000.0,28924000.0,183997000.0,195014000.0,200966000.0,197713000.0,278083000.0,266838000.0,273672000.0,277399000.0,468654000.0,501566000.0,507713000.0,524290000.0,0.19,0.18,0.15,-0.72,NASDAQ,2332000.0,2529000.0,1235000.0,-6827000.0,-5144000.0,-5136000.0,-4246000.0,-4398000.0,1,112000000.0,62000000.0,59250000.0,61250000.0,143524.03,5863000.0,5647000.0,4583000.0,-21275000.0,"143,524.03",13246000.0,13202000.0,9963000.0,-23847000.0,95939000.0,93175000.0,94840000.0,121126000.0,17.17,"8,359.00",293182000.0,301391000.0,305769000.0,294992000.0,1712236000.0,1681300000.0,1669929000.0,1641823000.0,617536000.0,555873000.0,538495000.0,529356000.0,654421000.0,651939000.0,648923000.0,620761000.0,1057815000.0,1029361000.0,1021006000.0,1021062000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2207,ZIP,ZIPRECRUITER INC CLASS A,Communication,0.0,-2537000.0,-2131000.0,-1867000.0,-2914000.0,271688000.0,225614000.0,218432000.0,221077000.0,21864000.0,9346000.0,12492000.0,-9914000.0,12943000.0,12382000.0,11504000.0,11655000.0,568647000.0,544397000.0,543673000.0,506922000.0,75771000.0,73494000.0,81594000.0,72250000.0,0.07,-0.03,,-0.13,New York Stock Exchange Inc.,647000.0,-1824000.0,4412000.0,-875000.0,7361000.0,7475000.0,7405000.0,7392000.0,1,543106000.0,543376000.0,543649000.0,543926000.0,110390.98,7014000.0,-2570000.0,-10793000.0,-12831000.0,"110,390.98",9423000.0,-3239000.0,-4016000.0,-11669000.0,101292000.0,107941000.0,103532000.0,110079000.0,5.18,"21,311.00",123658000.0,117084000.0,111020000.0,110065000.0,665273000.0,652032000.0,664060000.0,629376000.0,554852000.0,553797000.0,552721000.0,552297000.0,24431000.0,13591000.0,13430000.0,-11326000.0,640842000.0,638441000.0,650630000.0,640702000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
793,CHE,CHEMED CORP,Health Care,0.01,-11062000.0,-13545000.0,-12761000.0,-13280000.0,222903000.0,238451000.0,178350000.0,173882000.0,77517000.0,90518000.0,164913000.0,32744000.0,389750000.0,396187000.0,405875000.0,430530000.0,464612000.0,490437000.0,394748000.0,502385000.0,261753000.0,264779000.0,285695000.0,290556000.0,4.65,5.0,6.02,4.86,New York Stock Exchange Inc.,22941000.0,25253000.0,29804000.0,23917000.0,429000.0,427000.0,499000.0,329000.0,1,105233000.0,105416000.0,98538000.0,102082000.0,1796507.6,70887000.0,75776000.0,90319000.0,71757000.0,"1,796,507.60",90762000.0,92157000.0,114324000.0,94758000.0,115368000.0,117837000.0,119794000.0,121655000.0,459.7,"3,908.00",595880000.0,606181000.0,639993000.0,646943000.0,1734984000.0,1769435000.0,1668575000.0,1726515000.0,146402000.0,147906000.0,140844000.0,145058000.0,1207297000.0,1235755000.0,1118993000.0,1181762000.0,527687000.0,533680000.0,549582000.0,544753000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1777,FIGS,FIGS INC CLASS A,Consumer Discretionary,0.0,-8993000.0,-4169000.0,-3363000.0,-1310000.0,131811000.0,124103000.0,85645000.0,90008000.0,16539000.0,22588000.0,30416000.0,9235000.0,46961000.0,46181000.0,49636000.0,40442000.0,417240000.0,434294000.0,382766000.0,399711000.0,76603000.0,94745000.0,90142000.0,100969000.0,0.01,-0.01,0.01,0.0,New York Stock Exchange Inc.,3283000.0,-4001000.0,10495000.0,1966000.0,2830000.0,2926000.0,2639000.0,2076000.0,1,47532000.0,44050000.0,42430000.0,39726000.0,257333.91,1100000.0,-1700000.0,1885000.0,-102000.0,"257,333.91",1553000.0,-8629000.0,8900000.0,-211000.0,95711000.0,102657000.0,93296000.0,84670000.0,6.83,"37,677.00",144225000.0,140209000.0,151832000.0,124901000.0,526023000.0,542488000.0,509787000.0,522314000.0,59281000.0,55899000.0,53026000.0,51325000.0,401705000.0,403510000.0,377132000.0,381536000.0,124318000.0,138978000.0,132655000.0,140778000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1528,STEL,STELLAR BANCORP INC,Financials,0.0,-988000.0,-1838000.0,-1273000.0,-770000.0,490250000.0,516217000.0,911216000.0,560575000.0,38113000.0,59528000.0,3878000.0,-5679000.0,106826000.0,107809000.0,107989000.0,104763000.0,,,,,,,,,0.56,0.63,0.52,0.46,New York Stock Exchange Inc.,7792000.0,8837000.0,6569000.0,6263000.0,50769000.0,50269000.0,47065000.0,43062000.0,1,349964000.0,170064000.0,70105000.0,190058000.0,421967.2,29753000.0,33891000.0,25212000.0,24702000.0,"421,967.20",,,,,50769000.0,50269000.0,47065000.0,43062000.0,31.28,"13,490.00",106826000.0,107809000.0,107989000.0,104763000.0,10723663000.0,10629777000.0,10905790000.0,10434887000.0,349964000.0,170064000.0,70105000.0,190058000.0,1565795000.0,1626123000.0,1607860000.0,1610832000.0,9157868000.0,9003654000.0,9297930000.0,8824055000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1715,CIM,CHIMERA INVESTMENT CORP,Financials,0.0,24309000.0,-5167000.0,-17843000.0,-7467000.0,162304000.0,97326000.0,83998000.0,253349000.0,69032000.0,41416000.0,37951000.0,48799000.0,73666000.0,151963000.0,-113508000.0,196950000.0,,,,,,,,,0.41,1.39,,1.77,New York Stock Exchange Inc.,31000.0,16000.0,-6000.0,1755000.0,119422000.0,128844000.0,126541000.0,121397000.0,1,9912835000.0,10749770000.0,10014759000.0,10397198000.0,291947.67,56664000.0,136459000.0,-146512000.0,167297000.0,"291,947.67",,,,,119422000.0,128844000.0,126541000.0,121397000.0,14.67,"19,901.00",73666000.0,151963000.0,-113508000.0,196950000.0,13131881000.0,13702376000.0,13116490000.0,13205326000.0,9912835000.0,10749770000.0,10014759000.0,10397198000.0,2641268000.0,2737312000.0,2526189000.0,2644064000.0,10490613000.0,10965064000.0,10590301000.0,10561262000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1091,MUR,MURPHY OIL CORP,Energy,0.01,-267791000.0,-216413000.0,-174875000.0,-369785000.0,333619000.0,271223000.0,423569000.0,392914000.0,467652000.0,428987000.0,433560000.0,300681000.0,531628000.0,493956000.0,488992000.0,448090000.0,757448000.0,629615000.0,785279000.0,771411000.0,927632000.0,884833000.0,942814000.0,1008523000.0,0.83,0.93,0.34,0.5,New York Stock Exchange Inc.,32676000.0,2122000.0,13417000.0,32722000.0,20986000.0,21258000.0,43661000.0,23523000.0,1,1279310000.0,1279324000.0,1274502000.0,1474828000.0,969771.81,127739000.0,139094000.0,50336000.0,73036000.0,"969,771.81",192975000.0,184367000.0,120339000.0,159563000.0,76404000.0,74846000.0,60243000.0,65077000.0,25.69,"37,749.00",801007000.0,753169000.0,669574000.0,672730000.0,9893718000.0,9716419000.0,9667479000.0,9820323000.0,2179872000.0,2153466000.0,2065962000.0,2202322000.0,5502548000.0,5405175000.0,5341843000.0,5277279000.0,4391170000.0,4311244000.0,4325636000.0,4543044000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
622,REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,0.02,-85117000.0,-119997000.0,-88377000.0,-79148000.0,125710000.0,61836000.0,55971000.0,504579000.0,101663000.0,127242000.0,116256000.0,152551000.0,51905000.0,54867000.0,56006000.0,55261000.0,407855000.0,353917000.0,356680000.0,880944000.0,441210000.0,449573000.0,428804000.0,426390000.0,0.37,0.3,0.27,0.3,New York Stock Exchange Inc.,86017000.0,70722000.0,64910000.0,74048000.0,28412000.0,27340000.0,28173000.0,27288000.0,1,3348697000.0,3350190000.0,3345962000.0,3348060000.0,2641824.48,82476000.0,67770000.0,62185000.0,71199000.0,"2,641,824.48",98465000.0,96809000.0,93117000.0,90418000.0,87203000.0,90167000.0,93772000.0,106608000.0,42.08,"62,781.00",237573000.0,241843000.0,242895000.0,252287000.0,12368192000.0,12420302000.0,12648218000.0,13085857000.0,3348697000.0,3350190000.0,3345962000.0,3348060000.0,8415176000.0,8464916000.0,8725979000.0,9174746000.0,3953016000.0,3955386000.0,3922239000.0,3911111000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
